train_loss,test_loss,train_acc,test_acc,step_time,gap,sat_ratio
1.3237864753169477,1.2522255617380142,51.168,58.15,0.04566055551514296,-0.07156091357893346,
0.8658767658121446,1.0777462708950043,69.314,62.54,0.045091743054597275,0.21186950508285973,
0.702941158009917,0.9491922080516815,75.716,67.46,0.04434487581862818,0.2462510500417645,
0.6095345249718718,0.8731986844539642,78.988,70.25,0.044939455778702446,0.26366415948209243,
0.5492789493040051,1.1071028250455857,81.226,65.3,0.045557043436543106,0.5578238757415805,
0.504437945154317,0.6412913876771927,82.862,78.81,0.04576022179840166,0.1368534425228758,
0.46758356042530225,0.7599472242593766,84.016,76.54,0.0436701866062096,0.2923636638340743,
0.43131235844034066,0.559769812822342,85.362,80.86,0.045942255298194984,0.1284574543820013,
0.4059847711830798,0.4810575520992279,86.09,83.78,0.045635977669445146,0.07507278091614811,
0.38260464309274084,0.4868442192673683,86.852,83.52,0.043975427632441604,0.10423957617462748,
0.35765679188244176,0.5945542639493943,87.816,81.1,0.045139670067126186,0.2368974720669525,
0.3356663783264282,0.5315745225548745,88.578,82.13,0.045160405776079965,0.19590814422844627,
0.3190758094534545,0.5261846950650215,89.158,82.73,0.044850344548140034,0.20710888561156704,
0.2996951750934581,0.5186871093511581,89.728,83.06,0.04493026172413545,0.21899193425770003,
0.290282057602997,0.42517567202448847,90.1,85.79,0.04558922811542326,0.13489361442149145,
0.27258335314976895,0.49506770700216296,90.592,84.39,0.04519255569828746,0.222484353852394,
0.2523414548629385,0.5032496812939644,91.372,84.19,0.0437767456864457,0.2509082264310259,
0.24393200415098454,0.44411912083625793,91.824,86.0,0.04539912253084695,0.2001871166852734,
0.22500349263019878,0.48390797212719916,92.286,84.85,0.04517592432553811,0.25890447949700035,
0.21593565276592894,0.33899937465786933,92.55,89.09,0.04425802377178846,0.1230637218919404,
0.20083097734338487,0.43506007596850393,93.16,86.09,0.04500394587016776,0.23422909862511906,
0.19193062658809945,0.3689637514948845,93.368,88.2,0.04536230545824446,0.17703312490678502,
0.17592337779948475,0.41088358134031294,93.966,87.34,0.0447389286802248,0.2349602035408282,
0.16479771774824317,0.37330267027020453,94.452,88.35,0.0407162804127959,0.20850495252196136,
0.15271714416420673,0.4264575549960136,94.774,87.52,0.044685979023613896,0.2737404108318069,
0.14150291273508536,0.3320627270638943,95.204,89.85,0.04506642800157942,0.19055981432880892,
0.1293121951410685,0.3234290926158428,95.65,89.84,0.04508176362118148,0.19411689747477429,
0.11657737739517561,0.35148888431489467,96.038,89.8,0.04382218363339944,0.23491150691971907,
0.10382493166133876,0.3526053815335035,96.47,89.61,0.04512428261739824,0.24878044987216474,
0.1005463143643897,0.3384615705907345,96.552,90.42,0.04507542997979752,0.2379152562263448,
0.08516924694904586,0.32578836038708686,97.144,90.74,0.04410481148058801,0.240619113438041,
0.07670526040236816,0.34526937946677205,97.476,90.56,0.04589974605823722,0.2685641190644039,
0.07241100786001328,0.3275119794905186,97.662,90.46,0.046174723169077996,0.25510097163050527,
0.05793381749850024,0.3345133864879608,98.184,90.7,0.04459494215143306,0.27657956898946057,
0.051399939741148516,0.32652401439845563,98.404,91.23,0.04484691095474126,0.2751240746573071,
0.046530442088461285,0.3499205294251442,98.622,90.7,0.045073619583988436,0.3033900873366829,
0.03945756243432269,0.30916325591504573,98.808,91.86,0.04507728915690156,0.26970569348072304,
0.03403480073360874,0.3171965009719133,99.016,91.68,0.043816146948148525,0.28316170023830456,
0.02910170504165923,0.3070169948786497,99.23,91.72,0.04504603498122271,0.2779152898369905,
0.024141432871075008,0.3040529303997755,99.42,92.01,0.04505476927208474,0.2799114975287005,
0.02309197334803717,0.3188449738174677,99.412,91.79,0.043986940018051424,0.29575300046943054,
0.0186392192030921,0.3087593308091164,99.596,91.86,0.044955360919923124,0.2901201116060243,
0.01567360105128754,0.30316407069563867,99.688,92.11,0.04503707141827439,0.2874904696443511,
0.014371272752923733,0.30183129630982874,99.754,92.23,0.04489982341561476,0.28746002355690503,
0.014079531564203369,0.31135274693369863,99.754,92.01,0.04437441411225692,0.29727321536949525,
0.012900507032914121,0.3045348421484232,99.792,92.25,0.04502516268464306,0.29163433511550907,
0.011368256957863298,0.3047196824103594,99.85,92.33,0.04506270233017709,0.2933514254524961,
0.010519408997829499,0.30458661511540414,99.86,92.19,0.043588085857498675,0.29406720611757464,
0.010906189117971284,0.3052920701354742,99.86,92.14,0.04503674092500106,0.2943858810175029,
0.010670259275742808,0.30439173102378847,99.878,92.3,0.04507591779274709,0.29372147174804564,
