train_loss,test_loss,train_acc,test_acc,step_time,gap,sat_ratio
1.7700387239456177,1.5546460926532746,34.704,43.19,0.0170486314827219,-0.2153926312923431,
1.3372010879809288,1.1669087827205658,51.478,58.19,0.012003163242583994,-0.1702923052603631,
1.090530677524674,1.045531005859375,61.23,62.98,0.011958319817662544,-0.044999671665298946,
0.9399695731794743,1.0800548720359802,67.508,63.39,0.01190966535407259,0.1400852988565059,
0.8284815534606309,0.8228562813997269,71.47,72.08,0.012039762018891552,-0.0056252720609040185,
0.7660476880915025,0.7574262920022011,73.79,74.43,0.012004608998213278,-0.008621396089301347,
0.7288791492314595,1.0218810421228408,75.112,65.8,0.012271429876537274,0.29300189289138134,
0.6904962921081601,0.9134841275215149,76.414,68.78,0.011917626461409547,0.22298783541335476,
0.6769335443711342,0.7792737132310867,76.836,73.49,0.01187665810060623,0.10234016885995256,
0.6595621148643591,0.8336884766817093,77.714,72.3,0.011947669031674905,0.1741263618173502,
0.6456190154832953,0.7081808590888977,77.908,76.22,0.012092670211401741,0.06256184360560246,
0.6397944081317434,0.7699655765295028,78.18,74.13,0.012087062191780266,0.13017116839775944,
0.6187237634530762,0.8048148882389069,78.802,72.88,0.011959134465288323,0.18609112478583067,
0.6063327053013969,0.7136920371651649,79.474,75.68,0.012032678974863818,0.107359331863768,
0.5996673225289415,0.8193389105796814,79.48,72.84,0.011998155232890488,0.21967158805073994,
0.586775587038006,0.7068981552124023,80.108,76.35,0.011872360468520533,0.12012256817439626,
0.5678926595031758,0.734074892103672,80.82,75.08,0.012035162552543308,0.16618223260049625,
0.5573524758029167,0.5515070936083794,80.888,81.29,0.011963969301384733,-0.005845382194537341,
0.5409610093097248,0.7308998799324036,81.594,75.33,0.011848492390664338,0.18993887062267878,
0.5315210867263472,0.5893395417928695,81.744,79.84,0.012122274969544862,0.05781845506652228,
0.5172126306139905,0.6226348561048508,82.188,78.7,0.011979926272731303,0.10542222549086033,
0.5065940711504359,0.5789452815055847,82.736,80.32,0.01218729067946334,0.0723512103551488,
0.4945700368308045,0.6261267086863518,83.046,78.68,0.011977456109907926,0.13155667185554726,
0.48400652431466085,0.5310992658138275,83.558,81.58,0.01205256527951916,0.047092741499166646,
0.46675135183822164,0.537418167591095,84.116,81.94,0.011839605048489387,0.07066681575287331,
0.45909894092003706,0.5631040841341018,84.314,81.3,0.01208239321208671,0.10400514321406479,
0.4389338227336669,0.6273590430617333,85.192,79.58,0.012650020896931133,0.1884252203280664,
0.4300964842443271,0.5453739073872567,85.226,81.79,0.012014014641647143,0.11527742314292955,
0.42070590230205174,0.5599822276830673,85.718,81.51,0.012039635797290851,0.13927632538101553,
0.4041368183501236,0.4768959179520607,86.302,83.81,0.01204020958727278,0.0727590996019371,
0.38383214575860203,0.47885314345359803,86.834,84.13,0.01209330253893762,0.095020997694996,
0.3703104386777829,0.4205098417401314,87.29,85.38,0.011985865395392299,0.05019940306234849,
0.35334750575482693,0.4360298503935337,87.806,85.19,0.01196029667964067,0.08268234463870677,
0.3371182794080061,0.4226928199827671,88.466,85.61,0.01201929765589097,0.085574540574761,
0.3152568722739244,0.39236364886164665,89.184,86.57,0.011964516871420623,0.07710677658772225,
0.29951011555274126,0.3950998593866825,89.73,86.97,0.012027691087454481,0.09558974383394125,
0.2775203639550892,0.36390460714697836,90.404,88.04,0.011911177574216253,0.08638424319188914,
0.26176092036239934,0.3422874964773655,91.124,88.29,0.012220447935411691,0.08052657611496616,
0.24139289876155537,0.3652569039165974,91.72,87.78,0.011938176191676303,0.123864005155042,
0.22256458329651363,0.35159671172499657,92.354,88.61,0.011889275382546818,0.12903212842848294,
0.20393693079347805,0.3262849648296833,92.958,89.36,0.011984274515410518,0.12234803403620523,
0.18737968381332315,0.3143034945428371,93.468,89.84,0.011999967457998134,0.12692381072951398,
0.16737249557433836,0.31190493814647197,94.232,89.85,0.011881827698339282,0.1445324425721336,
0.15160023570632386,0.3015946453809738,94.782,90.41,0.01190250121114199,0.14999440967464994,
0.13728269333462886,0.3014013884216547,95.284,90.3,0.012109826592838062,0.16411869508702584,
0.12262819059517073,0.2936248279362917,95.864,90.67,0.012065789888581962,0.17099663734112097,
0.11503164772220585,0.2954082647711039,96.114,90.95,0.012070294841171225,0.180376617048898,
0.10619296370278997,0.2884876516461372,96.42,91.08,0.01191152087257951,0.18229468794334724,
0.10258870416551905,0.28576779015362264,96.522,91.07,0.01189908895955976,0.1831790859881036,
0.0999940636060427,0.2846305250376463,96.638,91.18,0.012003932157745752,0.18463646143160362,
