train_loss,test_loss,train_acc,test_acc,step_time,gap,sat_ratio
2.76029444259146,2.007135121822357,12.598,21.7,0.1407728786663631,-0.753159320769103,
1.9238869366438494,1.7704973316192627,24.628,31.31,0.0916575586704342,-0.15338960502458665,
1.6484451425045044,1.544333931207657,37.858,41.43,0.0885420107780515,-0.10411121129684742,
1.3735883476789041,1.4665862834453582,49.224,48.82,0.09060439856156059,0.0929979357664541,
1.170521287357106,1.2290019857883454,57.606,55.93,0.08853559115963519,0.058480698431239375,
1.0104556577589812,1.0757176619768143,63.804,61.55,0.09040745201013277,0.06526200421783312,
0.8821093795244651,1.220258132815361,68.692,60.95,0.0891575910856047,0.3381487532908959,
0.7824711770657689,0.9332809489965439,72.494,67.2,0.08944748734574184,0.15080977193077505,
0.7046471942416237,0.7622387200593949,75.58,73.97,0.08996931061415417,0.05759152581777116,
0.6487030197897226,0.7452251267433166,77.558,74.95,0.08859743181701817,0.09652210695359409,
0.6087457209139528,0.7638405188918114,78.874,74.85,0.09070785941980074,0.15509479797785852,
0.5799654498886879,0.739482718706131,79.942,75.76,0.0885184335586665,0.1595172688174431,
0.5423920423630864,0.6482157278060913,81.148,78.52,0.09069076645404786,0.10582368544300491,
0.5097565513742549,0.6558973610401153,82.366,77.47,0.08849302582118822,0.1461408096658604,
0.48676770651127066,0.5845568287372589,83.368,80.54,0.0903894090286606,0.09778912222598823,
0.46761273285921884,0.5183533596992492,84.054,82.83,0.08898362235340011,0.05074062684003039,
0.4432572821522003,0.5154688382148742,84.726,82.47,0.08960030450845313,0.07221155606267393,
0.4234303000104397,0.5505163431167602,85.412,81.98,0.08992968008036503,0.12708604310632055,
0.4119344557566411,0.8768379426002503,85.646,73.65,0.0885840602543043,0.46490348684360916,
0.39389758715239326,0.5652953970432282,86.39,80.97,0.09070099955019743,0.17139780989083492,
0.3722194817746082,0.42873923256993296,87.148,85.68,0.08852983618636265,0.056519750795324786,
0.35652031313122995,0.5075030967593193,87.624,83.55,0.09065003712158984,0.1509827836280893,
0.34001333615206697,0.47742062360048293,88.372,83.93,0.08847991767746713,0.13740728744841596,
0.3254533770215481,0.5054295206069946,88.818,83.55,0.09041953208806265,0.17997614358544656,
0.31022356488668096,0.5275970861315727,89.41,82.95,0.08901890464451002,0.2173735212448918,
0.29457649514269646,0.5931240627169609,89.97,81.29,0.08967644357315414,0.2985475675742645,
0.273830377118057,0.3846332432329655,90.424,87.11,0.0899415034467302,0.11080286611490847,
0.25977529829267954,0.4106215113401413,91.006,87.07,0.08860234531295269,0.15084621304746176,
0.24047080555078013,0.44867701768875123,91.75,85.54,0.09062080797941788,0.2082062121379711,
0.23229966684223136,0.33196390032768247,91.924,89.23,0.08851244260587961,0.09966423348545111,
0.2091949477868007,0.3996593526005745,92.82,87.2,0.09069431468348979,0.1904644048137738,
0.19071632861862403,0.36458719298243525,93.466,88.46,0.08852860019030169,0.17387086436381122,
0.17360402033914385,0.34176691591739655,93.956,89.23,0.09046224559969304,0.1681628955782527,
0.15861225556915678,0.34192420028150083,94.59,89.27,0.08889397208952843,0.18331194471234405,
0.13799921582307656,0.3129055471718311,95.298,89.99,0.08960241368969384,0.17490633134875455,
0.1217932414282542,0.2789214247465134,95.754,91.15,0.08980703353881836,0.15712818331825917,
0.10155349079509983,0.2863025293499231,96.536,91.34,0.08875681677132921,0.18474903855482327,
0.08616773269194014,0.243989369943738,96.976,92.65,0.09060494247299936,0.15782163725179785,
0.06725293062889325,0.2711334350705147,97.7,92.04,0.08851560546309137,0.20388050444162142,
0.05420579912040926,0.25146573573350905,98.138,92.63,0.09066389405818852,0.1972599366130998,
0.041859204157986836,0.25457706067711117,98.538,92.96,0.08853153194612859,0.21271785651912434,
0.02804484404802151,0.2256443314999342,99.104,93.9,0.09066618312045437,0.1975994874519127,
0.01824204013992549,0.21945763055235148,99.432,94.13,0.08884657801264692,0.20121559041242598,
0.012873131133046696,0.2273739230632782,99.63,94.01,0.08965660239119663,0.2145007919302315,
0.009588563048829803,0.22867391418665647,99.758,94.18,0.08978084286155603,0.21908535113782668,
0.007003852198093349,0.22318817365914584,99.854,94.14,0.08878200682227874,0.2161843214610525,
0.006196851623715009,0.22370257947593927,99.85,94.46,0.0906724198090146,0.21750572785222427,
0.0051026742972667,0.22403809320181609,99.906,94.36,0.08137382753669758,0.21893541890454937,
0.004473654441791527,0.22246718101203442,99.92,94.5,0.07605809994670741,0.2179935265702429,
0.004760611601515681,0.2230205937847495,99.914,94.54,0.0758834635205281,0.21825998218323384,
