train_loss,test_loss,train_acc,test_acc,step_time,gap,sat_ratio
1.6850269447507151,1.3509877133369446,37.906,51.35,0.02753902457254317,-0.33403923141377057,
1.2182282349642586,1.0573391807079315,56.434,61.9,0.027736748575859362,-0.16088905425632705,
1.0142273611729713,0.9081444400548935,64.028,67.79,0.027711217665611326,-0.10608292111807782,
0.8634425023632586,0.8239200705289841,69.4,71.36,0.027596562109944767,-0.03952243183427451,
0.7849869225031275,0.7401186671853065,72.598,74.74,0.027653994767562202,-0.044868255317821015,
0.7192756313344707,0.7048884934186935,75.06,75.42,0.02745040298422889,-0.01438713791577717,
0.669935900003404,0.619572451710701,76.92,78.66,0.027344101835089875,-0.050363448292703006,
0.6310405022347979,0.6058622542023658,78.564,79.29,0.027745503598771742,-0.02517824803243207,
0.6026705899811766,0.5961165425181388,79.132,79.89,0.027503672768087947,-0.006554047463037782,
0.5705304392768294,0.5573527511954307,80.452,80.78,0.027935776869049463,-0.013177688081398742,
0.5468071748685959,0.5303784170746804,81.306,81.73,0.027897167693623496,-0.016428757793915505,
0.5326026916656348,0.5294384726881981,81.842,81.69,0.027415568871266397,-0.0031642189774366836,
0.5052228790643575,0.534368567764759,82.576,81.91,0.027680559231497138,0.029145688700401573,
0.48582135053241954,0.5088047140836716,83.322,83.15,0.027571728772214612,0.022983363551252023,
0.4712029521346397,0.49109069734811783,83.75,82.67,0.027554499218835855,0.019887745213478136,
0.4569809797322354,0.5144998987019062,84.272,82.44,0.027321614267880958,0.05751891896967076,
0.44264225718920186,0.4681258076429367,84.82,84.19,0.02751969925277983,0.02548355045373485,
0.4285704127662932,0.4257627534866333,85.528,85.63,0.027065233196443914,-0.0028076592796599242,
0.41226020809787006,0.4461638268828392,85.878,84.8,0.0275409544825249,0.033903618784969114,
0.40697362805571397,0.4448528607189655,85.954,84.76,0.027789182980042286,0.03787923266325155,
0.39285450819355755,0.41247663140296936,86.394,85.77,0.027380673781685207,0.019622123209411813,
0.3779469920165094,0.4263721641898155,86.83,85.71,0.027679953733673487,0.04842517217330611,
0.36980325947789583,0.4265058055520058,87.17,85.3,0.027606399467839,0.05670254607410996,
0.358700163109833,0.4070587086677551,87.66,86.09,0.02743122644741517,0.04835854555792213,
0.3414083464676157,0.38586759969592094,88.192,86.94,0.027619433829851468,0.04445925322830524,
0.3332389909821703,0.4079599614441395,88.472,85.98,0.027510657029993394,0.07472097046196918,
0.32621381814827394,0.40213272482156753,88.728,86.15,0.027909628265654036,0.0759189066732936,
0.3138036022482016,0.37973477512598036,89.188,87.16,0.02746507822705047,0.06593117287777878,
0.3070717188327209,0.36107242152094843,89.344,87.81,0.027735785145283964,0.05400070268822754,
0.2972410527793953,0.3689467237889767,89.654,88.05,0.02714988520688108,0.07170567100958142,
0.28030306161821955,0.3688040705025196,90.328,87.78,0.027605079933810416,0.08850100888430007,
0.2753010704313093,0.35315626800060274,90.516,88.05,0.027746098120804027,0.07785519756929343,
0.2619941281083295,0.35026781156659126,90.832,88.1,0.027747230456613214,0.08827368345826175,
0.25619458710141196,0.3507241880893707,91.088,88.27,0.027711899384208347,0.09452960098795876,
0.24573908393721447,0.3443438111245632,91.522,88.33,0.02784646563517773,0.09860472718734872,
0.2346623667403865,0.3466027031838894,91.826,88.58,0.027434978948529722,0.1119403364435029,
0.22845040663810032,0.34382130458951,92.106,88.89,0.0276095653738817,0.11537089795140967,
0.22080914085478429,0.3444918841123581,92.428,88.61,0.027713752463650522,0.12368274325757381,
0.2149595669315904,0.3397394409775734,92.49,88.77,0.027469101464352035,0.12477987404598301,
0.20527769562304782,0.33509644605219363,92.874,88.93,0.027756990374201703,0.1298187504291458,
0.20364514930778757,0.3337500171363354,92.902,88.97,0.027873114856612653,0.13010486782854783,
0.19836600650759303,0.32760472618043424,93.072,89.05,0.02772274651490819,0.1292387196728412,
0.18880383369257991,0.33222213976085185,93.494,89.17,0.027485785886759647,0.14341830606827194,
0.1842474458772508,0.3284141411632299,93.604,89.12,0.027852826106273914,0.1441666952859791,
0.18135012225116914,0.3313016003370285,93.742,89.13,0.027573878807789835,0.14995147808585935,
0.17878848849736212,0.3312339437007904,93.8,89.15,0.027480693119566153,0.15244545520342828,
0.17676091556201506,0.33089413039386273,93.99,89.11,0.027749166464256812,0.15413321483184766,
0.17495706263939134,0.33091649547219276,93.9,88.98,0.027766899074739813,0.15595943283280142,
0.1718643431544609,0.33078506276011466,94.116,89.2,0.027579383776925714,0.15892071960565377,
0.1703111548691302,0.32804783128201964,94.132,89.21,0.027246270338287745,0.15773667641288944,
